"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2002年6月14日","4.847","4.847","4.847","4.847","0.00K","0.41%"
"2002年6月13日","4.827","4.800","4.800","4.800","0.25K","-1.69%"
"2002年6月12日","4.910","4.910","4.910","4.910","0.66K","0.76%"
"2002年6月11日","4.873","4.873","4.873","4.873","-","-0.61%"
"2002年6月10日","4.903","4.903","4.903","4.903","-","-1.37%"
"2002年6月7日","4.971","4.971","4.971","4.971","-","-0.30%"
"2002年6月6日","4.986","4.986","4.986","4.986","-","1.07%"
"2002年6月5日","4.933","5.010","5.010","4.970","0.02K","-3.52%"
"2002年6月4日","5.113","5.150","5.150","5.150","0.04K","0.89%"
"2002年6月3日","5.068","5.068","5.068","5.068","-","0.84%"
"2002年5月31日","5.026","5.026","5.026","5.026","0.00K","1.15%"
"2002年5月30日","4.969","4.969","4.969","4.969","-","0.73%"
"2002年5月29日","4.933","4.930","4.980","4.900","0.16K","1.29%"
"2002年5月28日","4.870","4.890","4.890","4.840","0.07K","0.27%"
"2002年5月24日","4.857","4.875","4.875","4.875","0.01K","-0.82%"
"2002年5月23日","4.897","4.785","4.910","4.785","0.01K","1.49%"
"2002年5月22日","4.825","4.840","4.840","4.800","0.01K","-0.19%"
"2002年5月21日","4.834","4.745","4.880","4.745","0.02K","1.36%"
"2002年5月20日","4.769","4.680","4.755","4.680","0.01K","2.47%"
"2002年5月17日","4.654","4.690","4.710","4.650","0.01K","0.32%"
"2002年5月16日","4.639","4.630","4.640","4.615","0.02K","0.28%"
"2002年5月15日","4.626","4.600","4.645","4.600","0.02K","0.65%"
"2002年5月14日","4.596","4.580","4.605","4.580","0.01K","0.00%"
"2002年5月13日","4.596","4.680","4.690","4.610","0.88K","-1.33%"
"2002年5月10日","4.658","4.630","4.670","4.630","0.02K","0.93%"
"2002年5月9日","4.615","4.565","4.605","4.565","0.01K","0.94%"
"2002年5月8日","4.572","4.615","4.630","4.575","0.02K","-1.00%"
"2002年5月7日","4.618","4.590","4.640","4.590","0.14K","0.48%"
"2002年5月6日","4.596","4.590","4.605","4.580","0.06K","-0.02%"
"2002年5月3日","4.597","4.545","4.610","4.540","0.12K","1.19%"
"2002年5月2日","4.543","4.535","4.550","4.515","0.13K","0.31%"
"2002年5月1日","4.529","4.520","4.555","4.510","0.41K","-0.07%"
"2002年4月30日","4.532","4.625","4.635","4.505","2.03K","-2.24%"
"2002年4月29日","4.636","4.650","4.660","4.600","7.45K","-0.24%"
"2002年4月26日","4.647","4.647","4.647","4.647","-","0.69%"
"2002年4月25日","4.615","4.615","4.615","4.615","-","1.27%"
"2002年4月24日","4.557","4.557","4.557","4.557","-","-0.18%"
"2002年4月23日","4.565","4.565","4.565","4.565","0.01K","0.59%"
"2002年4月22日","4.538","4.538","4.538","4.538","0.01K","0.89%"
"2002年4月19日","4.498","4.498","4.498","4.498","-","0.11%"
"2002年4月18日","4.493","4.493","4.493","4.493","-","1.08%"
"2002年4月17日","4.445","4.445","4.445","4.445","-","1.02%"
"2002年4月16日","4.400","4.400","4.400","4.400","0.00K","-1.01%"
"2002年4月15日","4.445","4.445","4.445","4.445","-","-3.12%"
"2002年4月12日","4.588","4.588","4.588","4.588","-","0.22%"
"2002年4月11日","4.578","4.610","4.620","4.570","0.01K","-0.89%"
"2002年4月10日","4.619","4.619","4.619","4.619","-","1.54%"
"2002年4月9日","4.549","4.549","4.549","4.549","-","-0.26%"
"2002年4月8日","4.561","4.561","4.561","4.561","-","-0.22%"
"2002年4月5日","4.571","4.571","4.571","4.571","0.12K","-0.97%"
"2002年4月4日","4.616","4.616","4.616","4.616","-","-0.90%"
"2002年4月3日","4.658","4.658","4.658","4.658","-","-1.69%"
"2002年4月2日","4.738","4.700","4.700","4.700","0.00K","1.00%"
"2002年4月1日","4.691","4.691","4.691","4.691","-","1.08%"
"2002年3月28日","4.641","4.641","4.641","4.641","-","1.35%"
"2002年3月27日","4.579","4.600","4.600","4.560","-","0.00%"
"2002年3月26日","4.579","4.600","4.600","4.560","0.05K","0.15%"
"2002年3月25日","4.572","4.550","4.600","4.520","0.03K","0.90%"
"2002年3月22日","4.531","4.520","4.530","4.500","0.02K","0.71%"
"2002年3月21日","4.499","4.530","4.530","4.510","0.01K","-0.51%"
"2002年3月20日","4.522","4.525","4.540","4.500","0.20K","0.22%"
"2002年3月19日","4.512","4.490","4.550","4.490","0.01K","0.45%"
"2002年3月18日","4.492","4.520","4.520","4.500","0.05K","0.22%"
"2002年3月15日","4.482","4.455","4.495","4.455","0.02K","-0.16%"
"2002年3月14日","4.489","4.540","4.540","4.485","0.03K","-0.62%"
"2002年3月13日","4.517","4.510","4.525","4.500","0.11K","0.71%"
"2002年3月12日","4.485","4.490","4.510","4.480","0.01K","0.29%"
"2002年3月11日","4.472","4.525","4.540","4.490","0.01K","-0.45%"
"2002年3月8日","4.492","4.470","4.550","4.460","0.05K","0.58%"
"2002年3月7日","4.466","4.510","4.510","4.460","0.04K","-1.11%"
"2002年3月6日","4.516","4.550","4.550","4.500","0.02K","-0.55%"
"2002年3月5日","4.541","4.565","4.630","4.535","0.10K","-1.00%"
"2002年3月4日","4.587","4.530","4.630","4.530","0.21K","0.84%"
"2002年3月1日","4.549","4.485","4.575","4.460","0.22K","1.16%"
"2002年2月28日","4.497","4.420","4.510","4.395","1.27K","1.65%"
"2002年2月27日","4.424","4.430","4.470","4.410","8.99K","0.09%"
"2002年2月26日","4.420","4.420","4.420","4.420","-","1.26%"
"2002年2月25日","4.365","4.365","4.365","4.365","-","-0.68%"
"2002年2月22日","4.395","4.395","4.395","4.395","-","-0.50%"
"2002年2月21日","4.417","4.417","4.417","4.417","-","0.45%"
"2002年2月20日","4.397","4.397","4.397","4.397","-","-1.57%"
"2002年2月19日","4.467","4.467","4.467","4.467","-","-1.50%"
"2002年2月15日","4.535","4.535","4.535","4.535","-","0.18%"
"2002年2月14日","4.527","4.527","4.527","4.527","-","0.56%"
"2002年2月13日","4.502","4.502","4.502","4.502","-","0.45%"
"2002年2月12日","4.482","4.482","4.482","4.482","0.00K","1.59%"
"2002年2月11日","4.412","4.412","4.412","4.412","-","-0.90%"
"2002年2月8日","4.452","4.452","4.452","4.452","-","2.53%"
"2002年2月7日","4.342","4.342","4.342","4.342","0.07K","-0.44%"
"2002年2月6日","4.361","4.361","4.361","4.361","-","-0.73%"
"2002年2月5日","4.393","4.280","4.380","4.280","0.25K","2.45%"
"2002年2月4日","4.288","4.288","4.288","4.288","-","-0.42%"
"2002年2月1日","4.306","4.306","4.306","4.306","-","2.13%"
"2002年1月31日","4.216","4.216","4.216","4.216","-","-1.63%"
"2002年1月30日","4.286","4.286","4.286","4.286","-","-0.05%"
"2002年1月29日","4.288","4.288","4.288","4.288","-","1.06%"
"2002年1月28日","4.243","4.243","4.243","4.243","-","-1.28%"
"2002年1月25日","4.298","4.298","4.298","4.298","-","0.75%"
"2002年1月24日","4.266","4.266","4.266","4.266","-","0.31%"
"2002年1月23日","4.253","4.253","4.253","4.253","-","-0.65%"
"2002年1月22日","4.281","4.281","4.281","4.281","-","-1.31%"
"2002年1月18日","4.338","4.338","4.338","4.338","-","-2.25%"
"2002年1月17日","4.438","4.438","4.438","4.438","-","-2.57%"
"2002年1月16日","4.555","4.555","4.555","4.555","-","0.15%"
"2002年1月15日","4.548","4.548","4.548","4.548","-","0.89%"
"2002年1月14日","4.508","4.580","4.590","4.575","0.05K","-3.90%"
"2002年1月11日","4.691","4.660","4.660","4.660","0.00K","-0.04%"
"2002年1月10日","4.693","4.690","4.720","4.690","0.10K","-0.21%"
"2002年1月9日","4.703","4.703","4.703","4.703","-","1.51%"
"2002年1月8日","4.633","4.620","4.630","4.620","0.01K","-0.58%"
"2002年1月7日","4.660","4.600","4.630","4.600","0.01K","0.39%"
"2002年1月4日","4.642","4.580","4.580","4.580","0.03K","0.93%"
"2002年1月3日","4.599","4.599","4.599","4.599","0.02K","1.61%"
"2002年1月2日","4.526","4.526","4.526","4.526","0.01K","-1.16%"
"2001年12月31日","4.579","4.500","4.500","4.500","0.00K","2.00%"
"2001年12月28日","4.489","4.485","4.485","4.485","0.01K","0.63%"
"2001年12月27日","4.461","4.480","4.520","4.480","0.02K","-1.65%"
"2001年12月26日","4.536","4.490","4.560","4.475","0.03K","1.59%"
"2001年12月21日","4.465","4.390","4.480","4.390","0.00K","1.64%"
"2001年12月20日","4.393","4.335","4.400","4.335","0.01K","2.09%"
"2001年12月19日","4.303","4.410","4.410","4.325","0.02K","-2.54%"
"2001年12月18日","4.415","4.375","4.430","4.375","0.01K","1.26%"
"2001年12月17日","4.360","4.340","4.360","4.340","0.03K","0.07%"
"2001年12月14日","4.357","4.350","4.350","4.350","0.00K","2.16%"
"2001年12月13日","4.265","4.250","4.250","4.235","0.17K","0.47%"
"2001年12月12日","4.245","4.250","4.280","4.250","0.23K","-0.28%"
"2001年12月11日","4.257","4.220","4.255","4.220","0.08K","0.76%"
"2001年12月10日","4.225","4.220","4.250","4.200","0.05K","-0.59%"
"2001年12月7日","4.250","4.230","4.260","4.220","0.09K","0.78%"
"2001年12月6日","4.217","4.170","4.215","4.170","0.09K","0.98%"
"2001年12月5日","4.176","4.090","4.190","4.080","0.00K","1.16%"
"2001年12月4日","4.128","4.145","4.180","4.135","0.15K","-1.71%"
"2001年12月3日","4.200","4.135","4.205","4.125","0.30K","1.74%"
"2001年11月30日","4.128","4.065","4.160","4.065","1.40K","1.60%"
"2001年11月29日","4.063","4.115","4.160","4.050","8.75K","-1.22%"
"2001年11月28日","4.113","4.113","4.113","4.113","-","1.86%"
"2001年11月27日","4.038","4.038","4.038","4.038","-","0.30%"
"2001年11月26日","4.026","4.026","4.026","4.026","-","-0.17%"
"2001年11月21日","4.033","4.033","4.033","4.033","-","-0.37%"
"2001年11月20日","4.048","4.048","4.048","4.048","0.18K","-0.20%"
"2001年11月19日","4.056","4.056","4.056","4.056","-","-0.90%"
"2001年11月16日","4.093","4.093","4.093","4.093","-","-0.32%"
"2001年11月15日","4.106","4.106","4.106","4.106","0.10K","-0.77%"
"2001年11月14日","4.138","4.138","4.138","4.138","-","0.07%"
"2001年11月13日","4.135","4.135","4.135","4.135","0.11K","0.66%"
"2001年11月12日","4.108","4.108","4.108","4.108","-","0.93%"
"2001年11月9日","4.070","4.070","4.070","4.070","-","0.05%"
"2001年11月8日","4.068","4.080","4.080","4.080","0.03K","-1.21%"
"2001年11月7日","4.118","4.118","4.118","4.118","-","0.24%"
"2001年11月6日","4.108","4.090","4.090","4.090","0.00K","0.51%"
"2001年11月5日","4.087","4.087","4.087","4.087","-","-0.29%"
"2001年11月2日","4.099","4.140","4.140","4.130","0.02K","-2.31%"
"2001年11月1日","4.196","4.196","4.196","4.196","-","-0.43%"
"2001年10月31日","4.214","4.220","4.220","4.220","0.00K","-0.89%"
"2001年10月30日","4.252","4.252","4.252","4.252","-","0.50%"
"2001年10月29日","4.231","4.231","4.231","4.231","-","0.67%"
"2001年10月26日","4.203","4.203","4.203","4.203","0.04K","-0.12%"
"2001年10月25日","4.208","4.208","4.208","4.208","0.00K","0.12%"
"2001年10月24日","4.203","4.203","4.203","4.203","0.00K","-0.59%"
"2001年10月23日","4.228","4.220","4.220","4.220","0.00K","0.19%"
"2001年10月22日","4.220","4.150","4.190","4.150","0.01K","-0.89%"
"2001年10月19日","4.258","4.258","4.258","4.258","0.00K","0.35%"
"2001年10月18日","4.243","4.290","4.290","4.290","0.01K","-2.41%"
"2001年10月17日","4.348","4.348","4.348","4.348","-","0.58%"
"2001年10月16日","4.323","4.323","4.323","4.323","-","-1.10%"
"2001年10月15日","4.371","4.371","4.371","4.371","-","-1.73%"
"2001年10月12日","4.448","4.448","4.448","4.448","-","1.02%"
"2001年10月11日","4.403","4.403","4.403","4.403","-","-0.34%"
"2001年10月10日","4.418","4.460","4.460","4.460","0.02K","-2.47%"
"2001年10月9日","4.530","4.530","4.530","4.530","-","-3.41%"
"2001年10月8日","4.690","4.690","4.690","4.690","0.00K","0.54%"
"2001年10月5日","4.665","4.670","4.670","4.670","0.03K","0.60%"
"2001年10月4日","4.637","4.637","4.637","4.637","-","0.65%"
"2001年10月3日","4.607","4.607","4.607","4.607","-","-0.32%"
"2001年10月2日","4.622","4.622","4.622","4.622","-","-0.37%"
"2001年10月1日","4.639","4.639","4.639","4.639","-","-0.17%"
"2001年9月28日","4.647","4.647","4.647","4.647","-","1.46%"
"2001年9月27日","4.580","4.590","4.590","4.590","0.00K","-0.43%"
"2001年9月26日","4.600","4.550","4.610","4.550","0.12K","1.72%"
"2001年9月25日","4.522","4.550","4.560","4.490","0.03K","-1.05%"
"2001年9月24日","4.570","4.530","4.550","4.500","0.04K","-0.48%"
"2001年9月21日","4.592","4.580","4.640","4.580","0.02K","1.82%"
"2001年9月20日","4.510","4.655","4.655","4.520","0.04K","-4.41%"
"2001年9月19日","4.718","4.470","4.660","4.450","0.03K","6.19%"
"2001年9月18日","4.443","4.410","4.435","4.370","0.05K","1.37%"
"2001年9月17日","4.383","4.290","4.420","4.270","0.06K","2.10%"
"2001年9月14日","4.293","4.293","4.293","4.293","-","3.30%"
"2001年9月11日","4.156","4.170","4.175","4.170","-","0.00%"
"2001年9月10日","4.156","4.150","4.160","4.140","0.06K","0.29%"
"2001年9月7日","4.144","4.170","4.170","4.135","0.04K","-0.10%"
"2001年9月6日","4.148","4.160","4.160","4.140","0.04K","-0.02%"
"2001年9月5日","4.149","4.145","4.160","4.145","0.11K","0.17%"
"2001年9月4日","4.142","4.155","4.160","4.135","0.54K","-0.48%"
"2001年8月31日","4.162","4.140","4.170","4.140","1.85K","0.14%"
"2001年8月30日","4.156","4.185","4.190","4.140","11.19K","-0.62%"
"2001年8月29日","4.182","4.182","4.182","4.182","-","0.05%"
"2001年8月28日","4.180","4.180","4.180","4.180","-","-0.33%"
"2001年8月27日","4.194","4.194","4.194","4.194","-","0.29%"
"2001年8月24日","4.182","4.182","4.182","4.182","-","-0.76%"
"2001年8月23日","4.214","4.214","4.214","4.214","-","0.29%"
"2001年8月22日","4.202","4.202","4.202","4.202","-","0.41%"
"2001年8月21日","4.185","4.185","4.185","4.185","0.05K","0.97%"
"2001年8月20日","4.145","4.145","4.145","4.145","-","-2.63%"
"2001年8月17日","4.257","4.257","4.257","4.257","-","1.60%"
"2001年8月16日","4.190","4.190","4.190","4.190","0.09K","1.11%"
"2001年8月15日","4.144","4.144","4.144","4.144","-","-1.12%"
"2001年8月14日","4.191","4.191","4.191","4.191","-","1.33%"
"2001年8月13日","4.136","4.136","4.136","4.136","0.00K","0.02%"
"2001年8月10日","4.135","4.210","4.210","4.210","0.00K","-1.66%"
"2001年8月9日","4.205","4.205","4.205","4.205","-","1.62%"
"2001年8月8日","4.138","4.138","4.138","4.138","-","-0.48%"
"2001年8月7日","4.158","4.158","4.158","4.158","-","-0.48%"
"2001年8月6日","4.178","4.178","4.178","4.178","-","-0.83%"
"2001年8月3日","4.213","4.213","4.213","4.213","-","-0.17%"
"2001年8月2日","4.220","4.220","4.220","4.220","-","0.07%"
"2001年8月1日","4.217","4.217","4.217","4.217","-","0.17%"
"2001年7月31日","4.210","4.210","4.210","4.210","0.00K","0.48%"
"2001年7月30日","4.190","4.185","4.210","4.185","0.02K","-0.29%"
"2001年7月27日","4.202","4.220","4.220","4.220","0.01K","-0.47%"
"2001年7月26日","4.222","4.240","4.240","4.240","0.00K","0.21%"
"2001年7月25日","4.213","4.213","4.213","4.213","0.01K","-0.64%"
"2001年7月24日","4.240","4.240","4.240","4.240","0.03K","0.02%"
"2001年7月23日","4.239","4.239","4.239","4.239","0.01K","0.47%"
"2001年7月20日","4.219","4.219","4.219","4.219","0.01K","0.02%"
"2001年7月19日","4.218","4.218","4.218","4.218","0.00K","-1.10%"
"2001年7月18日","4.265","4.225","4.260","4.190","0.05K","0.95%"
"2001年7月17日","4.225","4.180","4.180","4.180","0.02K","0.91%"
"2001年7月16日","4.187","4.260","4.280","4.260","0.06K","-2.22%"
"2001年7月13日","4.282","4.215","4.250","4.215","0.03K","0.97%"
"2001年7月12日","4.241","4.210","4.250","4.210","0.02K","0.21%"
"2001年7月11日","4.232","4.220","4.260","4.220","0.01K","-0.07%"
"2001年7月10日","4.235","4.215","4.250","4.215","0.04K","0.52%"
"2001年7月9日","4.213","4.215","4.225","4.200","0.04K","-0.52%"
"2001年7月6日","4.235","4.235","4.250","4.180","0.19K","0.64%"
"2001年7月5日","4.208","4.240","4.240","4.200","0.16K","-0.82%"
"2001年7月3日","4.243","4.270","4.280","4.235","0.17K","-0.79%"
"2001年7月2日","4.277","4.260","4.280","4.240","0.52K","-0.35%"
"2001年6月29日","4.292","4.285","4.325","4.280","1.53K","-0.02%"
"2001年6月28日","4.293","4.310","4.320","4.280","10.85K","-0.28%"
"2001年6月27日","4.305","4.305","4.305","4.305","-","-0.90%"
"2001年6月26日","4.344","4.344","4.344","4.344","-","1.16%"
"2001年6月25日","4.294","4.294","4.294","4.294","-","-0.12%"
"2001年6月22日","4.299","4.299","4.299","4.299","-","-0.39%"
"2001年6月21日","4.316","4.316","4.316","4.316","9.20K","-0.51%"
"2001年6月20日","4.338","4.338","4.338","4.338","-","-1.25%"
"2001年6月19日","4.393","4.400","4.400","4.400","0.00K","-0.50%"
"2001年6月18日","4.415","4.415","4.415","4.415","-","0.50%"
"2001年6月15日","4.393","4.393","4.393","4.393","-","-1.50%"
"2001年6月14日","4.460","4.460","4.460","4.460","-","1.25%"
"2001年6月13日","4.405","4.405","4.405","4.405","-","0.92%"
"2001年6月12日","4.365","4.365","4.365","4.365","0.10K","0.90%"
"2001年6月11日","4.326","4.326","4.326","4.326","-","-0.73%"
"2001年6月8日","4.358","4.358","4.358","4.358","-","0.81%"
"2001年6月7日","4.323","4.323","4.323","4.323","-","-0.12%"
"2001年6月6日","4.328","4.328","4.328","4.328","-","-0.02%"
"2001年6月5日","4.329","4.329","4.329","4.329","-","0.19%"
"2001年6月4日","4.321","4.320","4.320","4.320","0.01K","-2.00%"
"2001年6月1日","4.409","4.409","4.409","4.409","-","0.30%"
"2001年5月31日","4.396","4.396","4.396","4.396","-","-0.61%"
"2001年5月30日","4.423","4.423","4.423","4.423","0.04K","-2.21%"
"2001年5月29日","4.523","4.523","4.523","4.523","0.00K","-0.88%"
"2001年5月25日","4.563","4.580","4.590","4.560","0.02K","-0.87%"
"2001年5月24日","4.603","4.610","4.610","4.610","0.00K","0.94%"
"2001年5月23日","4.560","4.505","4.560","4.505","0.03K","0.35%"
"2001年5月22日","4.544","4.515","4.540","4.515","0.01K","0.40%"
"2001年5月21日","4.526","4.635","4.635","4.615","0.02K","-0.57%"
"2001年5月18日","4.552","4.480","4.480","4.480","0.00K","1.83%"
"2001年5月17日","4.470","4.430","4.430","4.430","0.02K","0.72%"
"2001年5月16日","4.438","4.438","4.438","4.438","-","3.33%"
"2001年5月15日","4.295","4.295","4.295","4.295","-","-0.85%"
"2001年5月14日","4.332","4.332","4.332","4.332","0.01K","0.51%"
"2001年5月11日","4.310","4.325","4.330","4.325","0.02K","-0.30%"
"2001年5月10日","4.323","4.340","4.340","4.325","0.02K","-1.44%"
"2001年5月9日","4.386","4.330","4.340","4.330","0.16K","1.91%"
"2001年5月8日","4.304","4.310","4.310","4.310","0.01K","0.23%"
"2001年5月7日","4.294","4.315","4.315","4.305","0.03K","-0.76%"
"2001年5月4日","4.327","4.320","4.320","4.320","0.02K","-0.07%"
